Date,Total Cases,New Cases,New Death,Total Death
2/19/2024,11,11,0,2049
2/20/2024,6,6,0,2049
2/21/2024,5,5,0,2049
2/22/2024,16,16,1,2050
2/23/2024,3,3,0,2050
2/24/2024,11,11,0,2050
2/25/2024,20,20,0,2050
2/26/2024,6,6,0,2050
2/27/2024,19,19,0,2050
2/28/2024,9,9,0,2050
2/29/2024,10,10,0,2050
3/1/2024,4,4,0,2050
3/2/2024,9,9,0,2050
3/3/2024,10,10,0,2050
3/4/2024,10,10,0,2050
3/5/2024,3,3,0,2050
3/6/2024,13,13,0,2050
3/7/2024,12,12,1,2051
3/8/2024,11,11,0,2051
3/9/2024,6,6,0,2051
3/10/2024,12,12,2,2053
3/11/2024,10,10,0,2053
3/12/2024,8,8,0,2053
3/13/2024,8,8,0,2053
3/14/2024,15,15,0,2053
3/15/2024,2,2,0,2053
3/16/2024,10,10,0,2053
3/17/2024,9,9,0,2053
3/18/2024,20,20,0,2053
3/19/2024,19,19,0,2053
3/20/2024,14,14,1,2054
3/21/2024,11,11,0,2054
3/22/2024,6,6,0,2054
3/23/2024,4,4,1,2055
3/24/2024,11,11,0,2055
3/25/2024,10,10,0,2055
3/26/2024,4,4,0,2055
3/27/2024,14,14,0,2055
3/28/2024,10,10,0,2055
3/29/2024,4,4,0,2055
3/30/2024,11,11,0,2055
3/31/2024,21,21,0,2055
4/1/2024,14,14,0,2055
4/2/2024,10,10,0,2055
4/3/2024,6,6,0,2055
4/4/2024,11,11,0,2055
4/5/2024,1,1,0,2055
4/6/2024,9,9,0,2055
4/7/2024,13,13,0,2055
4/8/2024,5,5,0,2055
4/9/2024,15,15,0,2055
4/10/2024,0,0,0,2055
4/11/2024,18,18,0,2055
4/12/2024,2,2,0,2055
4/13/2024,14,14,1,2056
4/14/2024,8,8,0,2056
4/15/2024,34,34,0,2056
4/16/2024,34,34,0,2056
4/17/2024,17,17,0,2056
4/18/2024,23,23,1,2057
4/19/2024,13,13,0,2057
4/20/2024,17,17,0,2057
4/21/2024,34,34,0,2057
4/22/2024,37,37,0,2057
4/23/2024,11,11,0,2057
4/24/2024,33,33,0,2057
4/25/2024,19,19,0,2057
4/26/2024,8,8,0,2057
4/27/2024,15,15,0,2057
4/28/2024,31,31,0,2057
4/29/2024,28,28,0,2057
4/30/2024,24,24,0,2057
5/1/2024,11,11,0,2057
5/2/2024,19,19,0,2057
5/3/2024,9,9,3,2060
5/4/2024,13,13,0,2060
5/5/2024,27,27,0,2060
5/6/2024,35,35,0,2060
5/7/2024,15,15,0,2060
5/8/2024,22,22,1,2061
5/9/2024,31,31,1,2062
5/10/2024,6,6,0,2062
5/11/2024,17,17,0,2062
5/12/2024,46,46,0,2062
5/13/2024,34,34,0,2062
5/14/2024,30,30,0,2062
5/15/2024,21,21,3,2065
5/16/2024,24,24,0,2065
5/17/2024,12,12,1,2066
5/18/2024,13,13,0,2066
5/19/2024,34,34,0,2066
5/20/2024,27,27,0,2066
5/21/2024,21,21,0,2066
5/22/2024,7,7,0,2066
5/23/2024,31,31,0,2066
5/24/2024,12,12,0,2066
5/25/2024,19,19,0,2066
5/26/2024,28,28,0,2066
5/27/2024,16,16,1,2067
5/28/2024,6,6,1,2068
5/29/2024,15,15,0,2068
5/30/2024,25,25,1,2069
5/31/2024,18,18,0,2069
6/1/2024,16,16,0,2069
6/2/2024,34,34,0,2069
6/3/2024,22,22,0,2069
6/4/2024,35,35,0,2069
6/5/2024,24,24,1,2070
6/6/2024,19,19,0,2070
6/7/2024,16,16,0,2070
6/8/2024,12,12,0,2070
6/9/2024,25,25,1,2071
6/10/2024,47,47,1,2072
6/11/2024,15,15,0,2072
6/12/2024,32,32,0,2072
6/13/2024,31,31,0,2072
6/14/2024,15,15,0,2072
6/15/2024,11,11,1,2073
6/16/2024,4,4,0,2073
6/17/2024,0,0,0,2073
6/18/2024,7,7,0,2073
6/19/2024,59,59,1,2074
6/20/2024,27,27,0,2074
6/21/2024,11,11,0,2074
6/22/2024,28,28,0,2074
6/23/2024,42,42,0,2074
6/24/2024,34,34,0,2074
6/25/2024,43,43,1,2075
6/26/2024,34,34,1,2076
6/27/2024,42,42,0,2076
6/28/2024,9,9,0,2076
6/29/2024,60,60,0,2076
6/30/2024,44,44,1,2077
7/1/2024,51,51,1,2078
7/2/2024,49,49,1,2079
7/3/2024,61,61,0,2079
7/4/2024,32,32,0,2079
7/5/2024,22,22,0,2079
7/6/2024,26,26,0,2079
7/7/2024,86,86,0,2079
7/8/2024,63,63,1,2080
7/9/2024,88,88,0,2080
7/10/2024,79,79,0,2080
7/11/2024,103,103,0,2080
7/12/2024,25,25,0,2080
7/13/2024,75,75,1,2081
7/14/2024,155,155,0,2081
7/15/2024,112,112,2,2083
7/16/2024,110,110,0,2083
7/17/2024,25,25,0,2083
7/18/2024,,,,
7/19/2024,,,,
7/20/2024,,,,
7/21/2024,,,,
7/22/2024,,,,
7/23/2024,,,,
7/24/2024,174,174,0,2083
7/25/2024,263,263,0,2083
7/26/2024,148,148,1,2084
7/27/2024,98,98,2,2086
7/28/2024,272,272,2,2088
7/29/2024,226,226,0,2088
7/30/2024,150,150,1,2089
7/31/2024,176,176,0,2089
8/1/2024,197,197,1,2090
8/2/2024,80,80,1,2091
8/3/2024,154,154,0,2091
8/4/2024,211,211,0,2091
8/5/2024,35,35,0,2091
8/6/2024,192,192,2,2093
8/7/2024,159,159,0,2093
8/8/2024,181,181,2,2095
8/9/2024,34,34,0,2095
8/10/2024,204,204,2,2097
8/11/2024,202,202,1,2098
8/12/2024,285,285,2,2100
8/13/2024,215,215,2,2102
8/14/2024,233,233,2,2104
8/15/2024,228,228,3,2107
8/16/2024,50,50,0,2107
8/17/2024,237,237,0,2107
8/18/2024,334,334,0,2107
8/19/2024,265,265,0,2107
8/20/2024,249,249,1,2108
8/21/2024,296,296,1,2109
8/22/2024,217,217,1,2110
8/23/2024,78,78,0,2110
8/24/2024,303,303,0,2110
8/25/2024,319,319,1,2111
8/26/2024,105,105,0,2111
8/27/2024,364,364,1,2112
8/28/2024,326,326,0,2112
8/29/2024,269,269,0,2112
8/30/2024,153,153,0,2112
8/31/2024,346,346,4,2116
