Date,Total Cases,Total Death,New Cases,New Death
7/16/2024,110.0,2083.0,110.0,0.0
7/17/2024,25.0,2083.0,25.0,0.0
7/18/2024,,,,
7/19/2024,,,,
7/20/2024,,,,
7/21/2024,,,,
7/22/2024,,,,
7/23/2024,,,,
7/24/2024,174.0,2083.0,174.0,0.0
7/25/2024,263.0,2083.0,263.0,0.0
7/26/2024,148.0,2084.0,148.0,1.0
7/27/2024,98.0,2086.0,98.0,2.0
7/28/2024,272.0,2088.0,272.0,2.0
7/29/2024,226.0,2088.0,226.0,0.0
7/30/2024,150.0,2089.0,150.0,1.0
7/31/2024,176.0,2089.0,176.0,0.0
8/1/2024,197.0,2090.0,197.0,1.0
8/2/2024,80.0,2091.0,80.0,1.0
8/3/2024,154.0,2091.0,154.0,0.0
8/4/2024,211.0,2091.0,211.0,0.0
8/5/2024,35.0,2091.0,35.0,0.0
8/6/2024,192.0,2093.0,192.0,2.0
8/7/2024,159.0,2093.0,159.0,0.0
8/8/2024,181.0,2095.0,181.0,2.0
8/9/2024,34.0,2095.0,34.0,0.0
8/10/2024,204.0,2097.0,204.0,2.0
8/11/2024,202.0,2098.0,202.0,1.0
8/12/2024,285.0,2100.0,285.0,2.0
8/13/2024,215.0,2102.0,215.0,2.0
8/14/2024,233.0,2104.0,233.0,2.0
8/15/2024,228.0,2107.0,228.0,3.0
8/16/2024,50.0,2107.0,50.0,0.0
8/17/2024,237.0,2107.0,237.0,0.0
8/18/2024,334.0,2107.0,334.0,0.0
8/19/2024,265.0,2107.0,265.0,0.0
8/20/2024,249.0,2108.0,249.0,1.0
8/21/2024,296.0,2109.0,296.0,1.0
8/22/2024,217.0,2110.0,217.0,1.0
8/23/2024,78.0,2110.0,78.0,0.0
8/24/2024,303.0,2110.0,303.0,0.0
8/25/2024,319.0,2111.0,319.0,1.0
8/26/2024,105.0,2111.0,105.0,0.0
8/27/2024,364.0,2112.0,364.0,1.0
8/28/2024,326.0,2112.0,326.0,0.0
8/29/2024,269.0,2112.0,269.0,0.0
8/30/2024,153.0,2112.0,153.0,0.0
8/31/2024,346.0,2116.0,346.0,4.0
